Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Vehicle_Type
200720E132901,Slight,03-10-2019,52.385149,Daylight,Birmingham,-2.001877,2,2,Wet or damp,Dual carriageway,Urban,Car
200720E133001,Slight,03-10-2019,52.429365,Darkness - lights lit,Birmingham,-1.939813,1,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720E133101,Slight,29-09-2019,52.425506,Darkness - lights lit,Birmingham,-1.95526,1,2,Dry,Dual carriageway,Urban,Bus or coach (17 or more pass seats)
200720E133201,Serious,03-10-2019,52.444482,Daylight,Birmingham,-1.976721,1,2,Dry,Dual carriageway,Urban,Car
200720E133302,Slight,16-08-2019,52.440426,Daylight,Birmingham,-1.844175,1,2,Dry,Roundabout,Urban,Car
200720E133703,Slight,27-09-2019,52.452825,Daylight,Birmingham,-1.838393,1,2,Dry,Single carriageway,Urban,Car
200720E133801,Slight,24-08-2019,52.442852,Daylight,Birmingham,-1.942296,1,2,Dry,Single carriageway,Urban,Car
200720E133903,Slight,21-09-2019,52.450339,Daylight,Birmingham,-1.863711,2,2,Dry,Single carriageway,Urban,Car
200720E134003,Slight,27-09-2019,52.456998,Daylight,Birmingham,-1.868988,1,2,Dry,Slip road,Urban,Goods over 3.5t. and under 7.5t
200720E134202,Slight,16-08-2019,52.440252,Daylight,Birmingham,-1.848737,5,1,Dry,Single carriageway,Urban,Car
200720E134203,Slight,29-09-2019,52.445241,Daylight,Birmingham,-1.816646,1,1,Dry,Dual carriageway,Urban,Motorcycle 50cc and under
200720E134302,Serious,09-08-2019,52.416235,Daylight,Birmingham,-1.930568,1,1,Dry,Dual carriageway,Urban,Car
200720E134303,Slight,07-10-2019,52.453879,Daylight,Birmingham,-1.897252,1,2,Dry,Roundabout,Urban,Van / Goods 3.5 tonnes mgw or under
200720E134403,Slight,20-09-2019,52.460944,Daylight,Birmingham,-1.86044,1,2,Dry,Single carriageway,Urban,Car
200720E134602,Slight,09-08-2019,52.443052,Darkness - lights lit,Birmingham,-1.859025,3,2,Dry,Single carriageway,Urban,Car
200720E134603,Slight,21-09-2019,52.446415,Daylight,Birmingham,-1.819878,1,2,Dry,Single carriageway,Urban,Car
200720E134702,Slight,28-07-2019,52.434315,Darkness - lights lit,Birmingham,-1.846109,2,2,Wet or damp,Single carriageway,Urban,Car
200720E135101,Slight,27-09-2019,52.441243,Darkness - lights lit,Birmingham,-1.966425,1,2,Dry,Single carriageway,Urban,Car
200720E135201,Slight,25-09-2019,52.414094,Daylight,Birmingham,-1.971886,1,2,Dry,Single carriageway,Urban,Goods 7.5 tonnes mgw and over
200720E135502,Slight,28-08-2019,52.404686,Darkness - lights lit,Birmingham,-1.879139,1,2,Dry,Roundabout,Urban,Goods 7.5 tonnes mgw and over
200720E135602,Serious,26-08-2019,52.40874,Darkness - lights lit,Birmingham,-1.887801,1,1,Dry,Single carriageway,Urban,Car
200720E135702,Slight,22-08-2019,52.430244,Daylight,Birmingham,-1.908779,1,1,Dry,Single carriageway,Urban,Car
200720E135802,Serious,13-08-2019,52.427444,Daylight,Birmingham,-1.892607,6,4,Dry,Single carriageway,Urban,Motorcycle over 500cc
200720E136601,Fatal,11-10-2019,52.443855,Darkness - lights lit,Birmingham,-2.007471,1,2,Wet or damp,Single carriageway,Urban,Car
200720E136802,Slight,12-08-2019,52.42925,Darkness - lighting unknown,Birmingham,-1.901868,2,2,Wet or damp,Single carriageway,Urban,Car
200720E137001,Slight,09-10-2019,52.446012,Darkness - lights lit,Birmingham,-1.991287,2,2,Dry,Single carriageway,Urban,Car
200720E137201,Slight,15-10-2019,52.441767,Daylight,Birmingham,-1.931411,2,3,Dry,Single carriageway,Urban,Car
200720E137301,Slight,15-10-2019,52.457497,Daylight,Birmingham,-1.926971,1,2,Dry,Single carriageway,Urban,Car
200720E137401,Slight,12-09-2019,52.427925,Daylight,Birmingham,-1.935697,1,2,Dry,Single carriageway,Urban,Car
200720E137503,Slight,10-10-2019,52.463314,Daylight,Birmingham,-1.891489,1,1,Dry,Single carriageway,Urban,Car
200720E137603,Slight,12-10-2019,52.467368,Daylight,Birmingham,-1.900753,1,2,Dry,Slip road,Urban,Car
200720E137702,Slight,29-08-2019,52.424046,Daylight,Birmingham,-1.915703,2,4,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200720E137703,Slight,12-10-2019,52.457298,Daylight,Birmingham,-1.823071,1,2,Dry,Dual carriageway,Urban,Car
200720E138002,Slight,20-07-2019,52.41749,Daylight,Birmingham,-1.926155,2,2,Wet or damp,Single carriageway,Urban,Car
200720E138301,Slight,12-10-2019,52.434325,Daylight,Birmingham,-2.004674,1,1,Dry,Single carriageway,Urban,Car
200720E138601,Slight,16-10-2019,52.427113,Darkness - lights lit,Birmingham,-1.930551,1,2,Wet or damp,Dual carriageway,Urban,Car
200720E138702,Slight,02-09-2019,52.419107,Darkness - lights lit,Birmingham,-1.922918,1,2,Wet or damp,Single carriageway,Urban,Car
200720E139101,Slight,12-10-2019,52.431258,Daylight,Birmingham,-1.949077,1,2,Dry,Dual carriageway,Urban,Car
200720E139403,Slight,16-10-2019,52.447815,Darkness - lights lit,Birmingham,-1.857539,1,2,Dry,Single carriageway,Urban,Car
200720E139903,Slight,16-10-2019,52.455792,Darkness - lights lit,Birmingham,-1.838823,1,2,Wet or damp,Single carriageway,Urban,Car
200720E140003,Slight,17-10-2019,52.467098,Daylight,Birmingham,-1.901195,1,2,Dry,Dual carriageway,Urban,Car
200720E140303,Slight,16-10-2019,52.448218,Daylight,Birmingham,-1.823549,1,3,Wet or damp,Single carriageway,Urban,Motorcycle over 500cc
200720E140403,Slight,18-10-2019,52.45398,Daylight,Birmingham,-1.828823,1,2,Dry,Dual carriageway,Urban,Motorcycle over 500cc
200720E140603,Slight,21-10-2019,52.446302,Daylight,Birmingham,-1.871521,1,2,Dry,Single carriageway,Urban,Motorcycle over 500cc
200720E140801,Slight,22-10-2019,52.397548,Daylight,Birmingham,-1.958669,1,2,Dry,Roundabout,Urban,Car
200720E141003,Slight,22-10-2019,52.447548,Daylight,Birmingham,-1.859894,1,1,Dry,Single carriageway,Urban,Car
200720E141303,Slight,13-10-2019,52.457925,Daylight,Birmingham,-1.821891,1,2,Dry,Dual carriageway,Urban,Car
200720E141401,Slight,09-10-2019,52.434952,Daylight,Birmingham,-1.976579,2,2,Wet or damp,Dual carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720E141603,Slight,09-10-2019,52.464554,Daylight,Birmingham,-1.873234,1,2,Wet or damp,Single carriageway,Urban,Car
200720E141703,Slight,25-09-2019,52.446871,Daylight,Birmingham,-1.82429,1,2,Dry,Single carriageway,Urban,Car
200720E141801,Slight,20-10-2019,52.396655,Daylight,Birmingham,-1.983801,4,2,Dry,Single carriageway,Urban,Car
200720E141903,Slight,20-10-2019,52.464852,Daylight,Birmingham,-1.902231,1,1,Dry,Dual carriageway,Urban,Car
200720E142003,Slight,11-10-2019,52.457922,Daylight,Birmingham,-1.893857,1,2,Dry,Roundabout,Urban,Car
200720E142103,Slight,20-10-2019,52.443198,Daylight,Birmingham,-1.832984,2,1,Dry,Single carriageway,Urban,Car
200720E142203,Slight,19-10-2019,52.444709,Daylight,Birmingham,-1.89742,2,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720E142502,Slight,24-08-2019,52.412819,Daylight,Birmingham,-1.931015,1,2,Dry,Dual carriageway,Urban,Car
200720E142602,Serious,06-08-2019,52.437873,Daylight,Birmingham,-1.892729,1,2,Dry,Single carriageway,Urban,Car
200720E142701,Slight,12-10-2019,52.443119,Daylight,Birmingham,-1.936852,1,2,Dry,Dual carriageway,Urban,Car
200720E142702,Slight,23-08-2019,52.408322,Daylight,Birmingham,-1.927935,1,2,Dry,Single carriageway,Urban,Taxi/Private hire car
200720E142902,Slight,28-08-2019,52.415965,Daylight,Birmingham,-1.930422,1,2,Dry,Roundabout,Urban,Car
200720E142903,Slight,18-10-2019,52.446409,Darkness - lights lit,Birmingham,-1.888147,1,2,Dry,Single carriageway,Urban,Motorcycle over 500cc
200720E143002,Slight,21-08-2019,52.43343,Daylight,Birmingham,-1.857585,1,2,Dry,Single carriageway,Urban,Car
200720E143101,Slight,17-10-2019,52.399348,Daylight,Birmingham,-1.963223,1,2,Wet or damp,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200720E143102,Slight,02-09-2019,52.406421,Daylight,Birmingham,-1.910151,1,2,Wet or damp,Single carriageway,Urban,Car
200720E143201,Slight,17-10-2019,52.435127,Daylight,Birmingham,-1.958634,1,2,Dry,Roundabout,Urban,Car
200720E143202,Slight,04-09-2019,52.405699,Daylight,Birmingham,-1.906477,2,2,Dry,Single carriageway,Urban,Car
200720E143501,Slight,17-10-2019,52.439255,Daylight,Birmingham,-1.939947,1,1,Dry,Dual carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720E143601,Slight,18-10-2019,52.447607,Daylight,Birmingham,-1.925369,1,2,Dry,Dual carriageway,Urban,Car
200720E143803,Slight,21-10-2019,52.447164,Darkness - lights lit,Birmingham,-1.841062,1,2,Dry,Single carriageway,Urban,Goods 7.5 tonnes mgw and over
200720E143903,Slight,19-10-2019,52.448027,Daylight,Birmingham,-1.887996,1,1,Dry,Single carriageway,Urban,Car
200720E144001,Slight,22-10-2019,52.43531,Daylight,Birmingham,-1.969519,1,1,Dry,Single carriageway,Urban,Car
200720E144203,Serious,23-10-2019,52.462038,Darkness - lights lit,Birmingham,-1.874419,1,1,Dry,Single carriageway,Urban,Car
200720E144403,Slight,11-10-2019,52.455236,Daylight,Birmingham,-1.907256,1,2,Dry,Single carriageway,Urban,Car
200720E144503,Slight,14-10-2019,52.444515,Daylight,Birmingham,-1.881531,1,3,Dry,Single carriageway,Urban,Taxi/Private hire car
200720E144603,Slight,26-10-2019,52.445354,Darkness - lights lit,Birmingham,-1.832094,1,2,Dry,Single carriageway,Urban,Car
200720E144703,Slight,27-10-2019,52.465384,Darkness - lights lit,Birmingham,-1.893987,1,2,Wet or damp,Dual carriageway,Urban,Car
200720E144802,Slight,07-09-2019,52.443259,Daylight,Birmingham,-1.813858,1,1,Dry,Single carriageway,Urban,Motorcycle over 500cc
200720E144803,Slight,28-10-2019,52.450262,Darkness - lights lit,Birmingham,-1.874747,1,1,Dry,Single carriageway,Urban,Car
200720E144902,Slight,10-09-2019,52.442516,Daylight,Birmingham,-1.86197,1,1,Dry,Single carriageway,Urban,Car
200720E145203,Slight,26-10-2019,52.465548,Daylight,Birmingham,-1.8775,1,1,Dry,Single carriageway,Urban,Car
200720E145303,Slight,15-10-2019,52.457276,Darkness - lights lit,Birmingham,-1.876493,1,2,Wet or damp,Single carriageway,Urban,Car
200720E146201,Slight,26-10-2019,52.435196,Daylight,Birmingham,-1.918035,1,2,Dry,Single carriageway,Urban,Car
200720E146401,Slight,31-10-2019,52.397548,Daylight,Birmingham,-1.958669,1,2,Dry,Single carriageway,Urban,Car
200720E146402,Serious,08-09-2019,52.438166,Darkness - lights lit,Birmingham,-1.835357,1,1,Dry,Dual carriageway,Urban,Car
200720E146601,Slight,31-10-2019,52.455688,Darkness - lights lit,Birmingham,-1.910198,3,2,Dry,Dual carriageway,Urban,Goods 7.5 tonnes mgw and over
200720E146602,Slight,16-08-2019,52.440121,Daylight,Birmingham,-1.893459,1,2,Dry,Single carriageway,Urban,Goods 7.5 tonnes mgw and over
200720E146702,Slight,06-09-2019,52.41767,Daylight,Birmingham,-1.925861,1,2,Dry,Single carriageway,Urban,Car
200720E146801,Slight,23-02-2019,52.410408,Darkness - lights lit,Birmingham,-1.973652,1,1,Wet or damp,Dual carriageway,Urban,Car
200720E147302,Slight,13-09-2019,52.431735,Daylight,Birmingham,-1.868475,1,2,Dry,Single carriageway,Urban,Goods over 3.5t. and under 7.5t
200720E147603,Slight,28-10-2019,52.468337,Daylight,Birmingham,-1.879701,1,2,Dry,Dual carriageway,Urban,Car
200720E147901,Slight,27-10-2019,52.405916,Daylight,Birmingham,-2.012168,3,2,Wet or damp,Single carriageway,Urban,Car
200720E148301,Serious,08-09-2019,52.395665,Daylight,Birmingham,-1.979539,1,2,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200720E148501,Slight,17-09-2019,52.449235,Daylight,Birmingham,-1.942729,1,1,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720E148601,Slight,18-09-2019,52.412026,Daylight,Birmingham,-1.973063,1,1,Dry,Dual carriageway,Urban,Car
200720E148701,Slight,22-09-2019,52.440962,Darkness - lights lit,Birmingham,-1.938179,1,1,Dry,Dual carriageway,Urban,Taxi/Private hire car
200720E149202,Slight,31-08-2019,52.435036,Daylight,Birmingham,-1.847431,1,2,Dry,Single carriageway,Urban,Goods over 3.5t. and under 7.5t
200720E149301,Slight,09-10-2019,52.413283,Daylight,Birmingham,-1.964829,1,2,Wet or damp,One way street,Urban,Car
200720E149402,Slight,28-08-2019,52.429877,Daylight,Birmingham,-1.822739,2,2,Dry,Single carriageway,Urban,Car
200720E149701,Slight,18-10-2019,52.396835,Darkness - lights lit,Birmingham,-1.987181,1,2,Dry,Dual carriageway,Urban,Car
200720E150401,Slight,24-10-2019,52.41724,Darkness - lights lit,Birmingham,-1.968502,1,2,Dry,Dual carriageway,Urban,Car
200720E150402,Slight,10-09-2019,52.433595,Daylight,Birmingham,-1.845818,1,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200720E150502,Slight,08-09-2019,52.415393,Daylight,Birmingham,-1.888078,2,2,Dry,Single carriageway,Urban,Car
200720E150801,Slight,26-10-2019,52.431716,Daylight,Birmingham,-1.975404,1,2,Dry,Dual carriageway,Urban,Car
200720E150902,Slight,21-09-2019,52.400056,Daylight,Birmingham,-1.93809,1,1,Dry,Single carriageway,Urban,Goods over 3.5t. and under 7.5t
200720E151002,Slight,19-09-2019,52.409189,Daylight,Birmingham,-1.887653,1,3,Wet or damp,Single carriageway,Urban,Car
200720E151003,Slight,08-11-2019,52.448937,Daylight,Birmingham,-1.900059,1,2,Dry,Single carriageway,Urban,Car
200720E151102,Serious,20-09-2019,52.440459,Darkness - lights lit,Birmingham,-1.87198,2,2,Wet or damp,Single carriageway,Urban,Car
200720E151103,Slight,08-11-2019,52.444996,Daylight,Birmingham,-1.832978,1,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720E151202,Slight,20-09-2019,52.432569,Daylight,Birmingham,-1.893036,1,1,Dry,Single carriageway,Urban,Car
200720E151803,Slight,17-10-2019,52.459866,Daylight,Birmingham,-1.860885,1,2,Dry,Single carriageway,Urban,Taxi/Private hire car
200720E151901,Slight,24-10-2019,52.40717,Daylight,Birmingham,-1.967921,1,2,Dry,Single carriageway,Urban,Car
200720E152001,Slight,29-10-2019,52.440962,Daylight,Birmingham,-1.938768,2,2,Dry,One way street,Urban,Motorcycle over 500cc
200720E152503,Slight,28-10-2019,52.452824,Daylight,Birmingham,-1.838246,1,2,Dry,Single carriageway,Urban,Motorcycle over 500cc
200720E152603,Slight,30-10-2019,52.4529,Daylight,Birmingham,-1.908879,1,2,Dry,Single carriageway,Urban,Car
200720E152703,Slight,30-10-2019,52.463159,Darkness - lights lit,Birmingham,-1.83497,1,2,Dry,Dual carriageway,Urban,Car
200720E152803,Slight,31-10-2019,52.446679,Daylight,Birmingham,-1.888146,1,2,Dry,Single carriageway,Urban,Motorcycle over 500cc
200720E152903,Slight,31-10-2019,52.448192,Darkness - lights lit,Birmingham,-1.873281,1,2,Dry,Single carriageway,Urban,Car
200720E153003,Slight,01-11-2019,52.452825,Daylight,Birmingham,-1.838393,1,1,Wet or damp,Single carriageway,Urban,Car
200720E153103,Slight,01-11-2019,52.468066,Daylight,Birmingham,-1.878818,1,2,Dry,Roundabout,Urban,Taxi/Private hire car
200720E153203,Slight,02-11-2019,52.451951,Daylight,Birmingham,-1.858408,1,2,Dry,Single carriageway,Urban,Goods over 3.5t. and under 7.5t
200720E153303,Slight,03-11-2019,52.465548,Daylight,Birmingham,-1.877353,3,2,Dry,Single carriageway,Urban,Goods over 3.5t. and under 7.5t
200720E153403,Slight,05-11-2019,52.456643,Darkness - lights lit,Birmingham,-1.873257,1,2,Wet or damp,Single carriageway,Urban,Goods over 3.5t. and under 7.5t
200720E153503,Slight,05-11-2019,52.463792,Daylight,Birmingham,-1.837911,2,2,Dry,Dual carriageway,Urban,Goods 7.5 tonnes mgw and over
200720E153603,Slight,05-11-2019,52.458012,Daylight,Birmingham,-1.893857,2,2,Wet or damp,Roundabout,Urban,Car
200720E155001,Fatal,11-11-2019,52.435221,Daylight,Birmingham,-1.972019,1,4,Wet or damp,Single carriageway,Urban,Car
200720E155501,Slight,09-11-2019,52.415165,Daylight,Birmingham,-1.948066,1,1,Wet or damp,Single carriageway,Urban,Car
200720E155601,Slight,10-11-2019,52.420102,Daylight,Birmingham,-1.932621,1,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720E155702,Slight,07-09-2019,52.438795,Daylight,Birmingham,-1.835061,1,1,Dry,Dual carriageway,Urban,Car
200720E155801,Slight,11-11-2019,52.396835,Daylight,Birmingham,-1.987475,2,3,Wet or damp,Dual carriageway,Urban,Car
200720E155802,Slight,07-09-2019,52.434595,Daylight,Birmingham,-1.853904,1,2,Dry,Roundabout,Urban,Car
200720E155901,Slight,11-11-2019,52.436095,Daylight,Birmingham,-1.917593,1,1,Wet or damp,Single carriageway,Urban,Motorcycle over 500cc
200720E155902,Slight,18-08-2019,52.44316,Daylight,Birmingham,-1.87565,1,2,Wet or damp,Single carriageway,Urban,Car
200720E156101,Slight,08-11-2019,52.457679,Darkness - lights lit,Birmingham,-1.92962,1,2,Wet or damp,Single carriageway,Urban,Car
200720E156203,Slight,31-10-2019,52.457827,Daylight,Birmingham,-1.888854,2,1,Dry,Single carriageway,Urban,Car
200720E156303,Slight,09-11-2019,52.457182,Darkness - lighting unknown,Birmingham,-1.872961,2,2,Wet or damp,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720E156502,Slight,13-09-2019,52.415516,Daylight,Birmingham,-1.931011,1,2,Dry,Roundabout,Urban,Motorcycle over 500cc
200720E156503,Slight,12-11-2019,52.442627,Daylight,Birmingham,-1.811949,1,1,Dry,Single carriageway,Urban,Car
200720E156602,Slight,21-09-2019,52.441683,Daylight,Birmingham,-1.843288,1,2,Wet or damp,Roundabout,Urban,Goods 7.5 tonnes mgw and over
200720E156702,Slight,24-09-2019,52.42477,Daylight,Birmingham,-1.921584,1,2,Wet or damp,Single carriageway,Urban,Car
200720E156801,Slight,12-11-2019,52.430083,Daylight,Birmingham,-1.936283,1,2,Dry,Single carriageway,Urban,Car
200720E156802,Slight,12-09-2019,52.421713,Daylight,Birmingham,-1.921001,1,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720E156901,Slight,07-11-2019,52.444124,Daylight,Birmingham,-2.010413,1,2,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200720E157001,Slight,07-11-2019,52.396475,Daylight,Birmingham,-1.982625,1,2,Dry,Single carriageway,Urban,Car
200720E157101,Slight,04-11-2019,52.444287,Darkness - lights lit,Birmingham,-1.935379,1,1,Dry,Single carriageway,Urban,Motorcycle over 500cc
200720E157102,Slight,15-09-2019,52.430517,Daylight,Birmingham,-1.912014,1,2,Dry,Single carriageway,Urban,Car
200720E157203,Serious,13-11-2019,52.459013,Daylight,Birmingham,-1.827626,2,2,Wet or damp,Single carriageway,Urban,Motorcycle over 500cc
200720E157303,Slight,14-11-2019,52.450082,Daylight,Birmingham,-1.875336,1,1,Dry,Single carriageway,Urban,Car
200720E157403,Slight,01-11-2019,52.435735,Darkness - lights lit,Birmingham,-1.917446,1,2,Dry,Single carriageway,Urban,Car
200720E157501,Slight,08-11-2019,52.415265,Daylight,Birmingham,-1.984676,1,2,Dry,Roundabout,Urban,Motorcycle over 500cc
200720E157601,Slight,13-11-2019,52.426126,Darkness - lights lit,Birmingham,-1.935112,1,2,Wet or damp,Single carriageway,Urban,Car
200720E157901,Slight,29-10-2019,52.439255,Daylight,Birmingham,-1.940388,3,2,Dry,Dual carriageway,Urban,Goods 7.5 tonnes mgw and over
200720E158303,Serious,09-11-2019,52.452791,Daylight,Birmingham,-1.887395,1,1,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
200720E158403,Slight,18-10-2019,52.457922,Daylight,Birmingham,-1.893857,1,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720E158503,Slight,05-11-2019,52.442163,Darkness - lights lit,Birmingham,-1.868002,2,1,Dry,Single carriageway,Urban,Car
200720E158603,Slight,06-11-2019,52.464393,Daylight,Birmingham,-1.891487,1,1,Dry,Dual carriageway,Urban,Car
200720E158703,Slight,07-11-2019,52.453566,Daylight,Birmingham,-1.855607,1,2,Dry,Single carriageway,Urban,Agricultural vehicle
200720E158803,Slight,07-11-2019,52.463929,Darkness - lights lit,Birmingham,-1.876769,1,1,Dry,Single carriageway,Urban,Car
200720E159003,Slight,08-11-2019,52.445943,Daylight,Birmingham,-1.871375,1,3,Wet or damp,Single carriageway,Urban,Car
200720E159103,Slight,10-11-2019,52.452185,Darkness - lights lit,Birmingham,-1.831332,1,2,Dry,Dual carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720E159403,Slight,18-11-2019,52.442885,Daylight,Birmingham,-1.870943,1,1,Wet or damp,Single carriageway,Urban,Car
200720E159703,Slight,19-08-2019,52.441019,Darkness - lights lit,Birmingham,-1.891985,1,2,Dry,Single carriageway,Urban,Car
200720E159803,Slight,11-11-2019,52.403714,Daylight,Birmingham,-1.821962,2,2,Dry,Single carriageway,Urban,Car
200720E159903,Slight,12-11-2019,52.45149,Daylight,Birmingham,-1.849287,1,2,Dry,Single carriageway,Urban,Car
200720E160002,Slight,01-10-2019,52.394752,Daylight,Birmingham,-1.937215,1,1,Wet or damp,Single carriageway,Urban,Motorcycle over 500cc
200720E160003,Slight,13-11-2019,52.45811,Daylight,Birmingham,-1.824981,3,2,Wet or damp,Single carriageway,Urban,Car
200720E160103,Slight,14-11-2019,52.453187,Darkness - lights lit,Birmingham,-1.840746,3,2,Wet or damp,Single carriageway,Urban,Car
